text,label
出厂日期是2017年3月，是库存机。下单前问过客服，客服说肯定是最近生产的，被忽悠了。用了半个月，简单说下。屏幕右上角偏红，上网查了一下，应该不是个例，可能是屏幕问题，但我觉得更有可能是硬件设计问题。手机通话质量跟手头上一个华为千元机做对比，明显差很多。网络连接速度也比华为慢一些，偶会出现断网现象。系统方面，运行微信小程序会时不时出现自动退出的情况。,0
准备过年买的一个多月就这什么不停的闪着了。垃圾,0
习惯评价五星 但是当初的物流确实是慢了 等待的感觉真心是 大家懂的,2
s7换的s9+，感觉还不错，屏幕没话说，延迟摄影也很炫酷，相机也很棒，续航一般，勉强能够上下班，音效和相机是最大的进步了。满意，希望用的人别太多。,2
手机反应挺快的，就是手机电池！实在是不耐用！,1
以上希望对还在抢手机的朋友有所帮助,2
很差最好别买，速度很快8～9天就到了。。(&acute;?д?｀),0
很喜欢一款手机，没让我失望，运行速度很快，拍照画面清晰，商家还赠送了一个充电堡，总之很满意的一次购物，这款手机值得拥有,2
用了一段时间才来评价的，手机颜值很高，对于女生来说感觉后摄像头照相可以但是前摄像头就太渣渣了，小米系统也可以，支持国产,2
和朋友一起买的，他的手机黑屏，但还是手机还是能正常运行，这是怎么回事？,1
垃圾手机，比我用了两年的都卡。发快递的时候也不知道在外面包个防震的，也不怕磕坏屏幕，垃圾！！！！！,0
查了是正品，用京东券后比官网还便宜，唯一不满的是送的防爆膜小了,2
手机外观看起来很舒适，拿在手上大小适中。,1
感觉还不错，具体待机时间要等用段时间在说，希望不会让人失望,2
超级差的一次购物经历，没有诚信、只会忽悠人的京东购物平台和无良商家。关于赠品既然页面上有购机得台灯、小方摄像机、米粉卡就应该兑现，否则就不要在页面上显示，这不是忽悠是什么？至于手机壳和膜是套装购买，又怎么会是赠品，而且质次价高，3399是套装，3299是裸机，你以为我白痴，不要这样不要脸，我只能告诉你这是我最后一次在京东购物。京东商城是最忽悠、最无良、最无信的购物平台和商家！,0
"游戏方面王者荣耀优化很好，吃鸡没有优化，基本就是高通625的水平。现在的cpu基本都没有发挥潜能，游戏运行好换不是看CPU,而是看系统是否有针对性的优化。",2
超级棒棒的，好用，待机时间长，声音大，屏幕大。超级棒棒的，好用，待机时间长，声音大，屏幕大。超级棒棒的，好用，待机时间长，声音大，屏幕大。,2
非常不错，回来就拆开了，白色的也很漂亮！第一次用小米！希望有很不错的体验,2
老爸超喜欢哦！,2
总而言之，京东的iPhone8还是值得购买的，性价比真的很高。A11芯片吊打目前打遍天下无敌手，拍照也绝对是一流水准，屏幕色彩表现首屈一指，分辨率虽然算不上顶尖但看上去也足够精细。,2
4、一贯的精简安卓系统，速度比起其他安卓UI确实有优势。,2
我才买回来一个月，今天手机突然关机，开不了机，插上充电器后，一直在开机界面闪，开不了机，按什么键都没有反应，问客服也没有人回，这个咋弄？？？？？？？,0
绝对不是高清屏，15O度看屏膜点雾糊，变色，不是很局清。,1
一般一般过得去,1
满意?,2
我都在怀疑不是正品了,0
一直关注这款手机，上午9.30下单，下午16.20就收到了，包装完好，手机外观和描述的一样，开机电量只有40%，先看看能用多久，其他的现在还不晓得，等用后再追评,1
买回来充电口又坏了    差评,0
给家里老人家买的，本来就因为老人手机坏了急用，想着京东送货快又送货上门才在网上买的，结果送货员态度不好、送货速度慢，并且手机后盖设计很不合理，费好大劲根本就盖不上，很失望。非常糟糕的一次购物。,1
应该买5pyls的！介个谁用谁知道！首先是卡帧！掉线！各种微信卡死神马的！还有你们京东的包装就不能在用个箱子放点气泡膜填充下么！,0
给妈妈买的，妈妈挺喜欢，个人感觉华为手机的流畅度还是可以的，声音跟图像也是超赞的，一次愉快的购物体验。,2
以上属个人心得&hellip;&hellip;仅供参考,1
我家之前也没人用过oppo，我到现在还在研究从什么地方能买到尽量原装的数据线,0
很喜欢，给小孩用很方便,2
电力继航还可以，说不上用得很久，不玩游戏视频的话足够用一天。,2
2、主机黑色看起来还是很大气和上档次的；,1
正在使用中，用段时间再来评价,2
拆开包装美滋滋，开机操作美滋滋，照相完胜，吃鸡完胜，是机皇没错了，劝大家不要边充电边玩哟，好好珍惜相信不会爆炸的。朋友们可以放心购买，这家店还可以的，客服也特别好，希望所有商家都能像这家店一样。,2
头一次网上买手机，真特点背，无力吐槽。开不开充电不显示。客服回答真是所问非所答,0
非常的不错  继续支持魅族   店家客服也都非常有耐心,2
今天心得：高端大气上档次，走路玩手机都带风！,2
不错不错，一直信赖京东，挺好的。下次继续购买，感谢京东，非常感谢。,2
mx4用到mx5再到今天Pro6plus其实想买Pro7plus但京东价价格还是*虽然秒杀到过*还有*的券但是对我来说还是有些贵我看过7plus做工好过6plus。6plus屏幕太好了HiFi也够好我现在播放器是索尼的a25，耳机1adac不开耳机自带解码6plus听感是超过a25和1adac自带解码的。4+64现在有些寒酸电池也感人好在我不玩游戏上网听歌够用。6plus好像不支持USB数码输出，我买的魅族原装的转接头1adac还是不行只能连耳机线。充电头插紧不充电不连数据跟客服换了一根数据线好了，京东售后太好了。flyme7要来了期待。,2
一般般，特别讨厌手机自带的360,1
尤其是那个耳机入口，差呀！耳机入口感觉接触不良！,1
京东真是太**了，产品刚买两个月就出现开不了机的状态，让他们解决维修时间30天，靠本身就是给老人买的，有事给打电话30天万一要出个啥事呢？还有寄回去保修才两个月还的用户承担运费，真是**的网站，为了钱啥产品都可以上吗？本来认为京东比**好*货少现在才发现一样。只能一课?，如果能把它去掉就一颗都没有了，这颗为啥去不掉呢？,0
手机己收到。质量挺好，音量大，适合老年人使用。双卡手机，可以上微信，听歌和听收音机&hellip;&hellip;,2
手机使用一个月，晚上看小说，发现侧面有缝隙漏光，于是开灯看，发现屏幕这边翘起来了一个缝！！没在意，第二天起来研究怎么把缝粘回去，才发现，压根不是缝的问题，是手机整个后背弯了！！！屏幕没弯所以，屏幕翘起来了！！！！！,0
屏幕显示器排线断的，用都没用了，,0
平心而论拍照效果不错  少数情况下出现卡顿 用了25天摄像头进灰很严重 联系京东说这个是普遍的问题 商品收货超过了15天为由只能保修而且还是30天 新买的手机用了不到30天，要维修30天  这一次购物对小米对京东很不满意,0
昨天下单，今早上到，想不到那么快啊！很满意。用后评,2
刚用几天手机铃声就不响了，怎么调也不出声。,0
屏不在大，有字则行。图不高清，有影则灵。斯是陋机，甚合我心。打字九宫格，游戏贪吃蛇。虽是诺基亚，当年最流行。可以打电话，发短信。无抖音之乱耳，无QQ之分心。美利坚苹果，斯密达三星，母上云：何陋之有？,2
电池正常用一天没问题，外观挺适合我的,2
不错哦，刚开始以为不咋样的，现在看来很好哦，，就是送了一个允电线，，其他都没有了，但是感觉还是不错的?,2
耳机太次了！不是原装的好像。,1
京东自营就是快，是正品！但是外观有瑕疵，让人有点怀疑不是新机，还有就是，第一次使用竟然像小米手机一样发烧！,1
手机还可以，就是底下的螺丝有一颗有点松，可是我去贴膜时这个手机型号的膜竟然有点大。没有适合这个手机可以贴的膜。最后在老板的不懈努力下终于找到了一个，就是挡住了前摄像头，不过没有太大的影响。手机还可以，就是牌子竟然是假的&hellip;,1
好，速度快 得现充电,2
看中华为的品牌才买的，没想到的是，才用了不满1个月，陆续出现闪屏，视频自动快进，声音自动变大变小，拨打电话1.2.3三个数字键无法拨打（拨打1.2.3分别出现4.5.6）等情况，质量真心不怎么样，希望能给后来的小伙伴们提供参考。,1
还是不错的 苹果的质量有什么好说的吗？. 苹果的产品超值 保值 非常的 漂亮 好看 值得信耐  我就是来看 豆豆. 豆豆 不知道着个评论能不能 得到 40 希望 大家一起来 . 摇摆 摇摆 ......,2
没法描述，618过节时外公手机坏，回家下单这款手机，620收到短信，像通知舅舅去取，621去取时自提点说快递丢了，要找找，但620已经显示签收了，。过两天了舅妈去，原来是她熟人，还是说丢了他下单给我补一个，又过了几天大概是25 26号，舅舅给我电话说手机开机就内屏坏，一问是原来那个，没丢，给过来了。后面那送货员要我自行找京东售后。提交申请后客服来电，说明没法保修，我便说屏多少钱，我掏了，有啥办法，然后寄回，7月3日客服来电，要返厂，15到30天。。。。,0
我就问问这算不算质量问题，充电口松的要命，问客服一说几天去售后，这是新手机，你玩我呢，退货考虑中,0
不错的一款手机 2018新款  非常薄 手感很好,2
哇快递真快哦就是音箱没给我哦问客服补发嘛说核实一下诶不见了换了个客服诶核实一下又不见了再换个客服哎呦网卡了订单没下好卡掉了所以不能补发哦哇京东真厉害我服气哦浙江百兆光纤你跟我说卡了还是没什么人下单的时候这是我的责任咯算了毕竟是大公司嘛牛哄哄的也正常对不对雷军同学厉害呀虽然同学说京东好用快递快有毛线用啊服务都做不好怪我咯等了快两个小时了这么多年网购第一次和客服聊这么久还是不停换的客服中间还有个不停让我截图截图的拖时间吗？？然后后来显示音箱没货了？？我真是。。我都怀疑是你去改的啊算了不说了浪费时间卸载京东再见再也不见,0
"不敢说百分之百的翻新机，但是绝对不是新机！11月5日下的单，11月9日收到的货品，买的小米mix2,经小米客服检测出厂日期为10月11日，首次激活时间为10月21日，屏幕有明显坏点，经过小米售后认定为屏幕质量问题。但是收货之日已经超过15天退换货时间，小米售后不支持退换货。商家一再强调为正品新货，对消费者明目张胆进行欺诈！！！！！！！！！第一次碰到这种情况，商家要开退换货检测报告，小米售后表示超过期限无法退货！",0
外观不错，性能还没试，因为主要是备用机打接电话，系统自带很多软件卸载不了。能卸载的都卸载完了。除了外观不错，其他有待使用一段时间后再追加评论。很多人提到包装有点简陋，相比其他确实是，但个人觉得没必要过度浪费包装，能确保手机完整无损就好。,2
"对这手机有点无语，5,99还没我5,7的宽，功能也不行就是内存大点而已。",1
怎么说呢，整体还不错，外观什么的都可以，就是掉帧太严重了，根本不像说的那样稳定，打团都呢掉到17点。手机刚到，在用一段时间看看吧。,1
我以为收到的是这样的（图一），结果收到的却是这样的（图二、图三），外面包装都是好的。,1
京东买的东西就是快，发货快，快递快,2
不错，不错，不过跑分不是很满意，13万,2
不过话说回来，目前苹果还是比安卓好用多了。尤其在天朝，Google服务都被墙了，因此安卓手机体验大打折扣。GooglePlay商店不能用，只能用各种捆绑安装，鱼龙混杂，且资源不全的国产应用商店。很多国外的游戏大作因为无法连接谷歌服务而不能正常运行。,2
就外观好看，其他一般，拍照贼差，1600万还没我之前800万高，拍的照片很虚，跟假的似的，一分钱一分货，真希望明星以后给这种机子站台了，为了赚钱自己名声都不要了吗。如果你要是奔着拍照买，就劝你不要买了。今天也是刚到手还有什么问题，完了我再追加评论,1
买回来指纹就录不进，老是添加指纹失败！醉了&hellip;&hellip;,0
京东包装方面差一些，搞活动的时候买还是划算的,2
用不习惯，快递了四五天,0
质量问题，因为现在在外地，等回去我会申请售后换货，手机冲不到电，1%的时候我开始充电，一个小时之后看手机还是1%的电，我连续试了三天都是这种情况，很无语，然后不停地开机关机。,0
买了两部手机，一部7一部7Plus，7Plus还好配件齐全、质量也不错，但是7里面却少了一个取卡针，我就想问一句这是不是别人退的货、别人退的货？*，检查了半天，一直纠结要不要我也退货？我可不是傻～逼，垃圾 东。,0
收到货很久了才发好评，心里踏实。给老妈买的非常好！,2
明明要的是银钻灰的，偏偏发黑色的来，要不是我媳妇说算了，#(｀へ&acute;)，,0
运行速度一般，说的4G其实两个多点，像素也没广告那么好，重点说明一下，京东的7天无理由退货不是你们想的7天内，不喜欢就无理由随便退，是有文字游戏和陷阱的，是激活就不能退了，什么是激活了，android手机其实根本没有激活这一说，你在OPPO官网都看得见，android是查不到激活时间的，和苹果不一样，其实就是伪激活，客服告诉你的是啥，插卡就激活，OPPO手机现在都是3.2的版本以上，你插卡后联网自动就给你激活了，你就不能退了，这就是陷阱，意思是你拿到手机只能看看外观，不能测试通话等功能，一旦插卡，无需你手动操作，自动激活，这个机子就废了。请大家注意下，本人就是受害者，具体的你们自己再网上查，一大堆,0
一点都不好，充电器都重不起电,0
今天下午到货了给老婆买的，非常满意机器干净漂亮比网上图片好多了，屏幕大做工好，握持感很好总体很满意！7月份买的红米note4X现在后悔了，根本不是一个档次的,2
手柄刚拆机装上坏的坏的，售后联系也不理，拒绝手机售后，牛皮商家，赚黑钱心不会痛吗？,0
一切还好，稿活动时买的，比平时便宜两三百块钱，但正如网上所说，手机发热是真厉害，介意的不是不要买了，尤其是玩游戏的~微信视频一会儿都会烫的很~,1
一句在标准内就糊弄过去了？今天糊弄的是一个人明天就是1+自己玩自己,0
很喜欢，很不错，下次还来哦,2
6月12号在京东买的，收到后出差，一直没启封，上周放假回老家，带着这新买的手机到老家，装上家里老人本来在别的手机上正常用着的移动卡后，结果发现无法接打电话，反复调试还是没法用，今天打开京东试着找客服售后，问问这问题咋解决，结果京东的售后是答非所问，一派胡言，别说帮着解决问题，还在调侃嘲讽，什么自己多看使用说明、买家是不是不太会打字啦等等，如果当面这样给我解释，我不扇他个GR的。客户买了商品有问题，就这样对待？京东的客服和售后就这么臭的水平，和其他购物电商简直没法比，真是商品不贵事很气人，提醒各位朋友，千万不要再在这里上当。,0
用了好多天才来评价！首先说长处：第一眼看着是真的非常漂亮，全面屏看着是舒服！我使用过华为7x，开始用16：9，突然看到全面屏不爽！看着不舒服！但是总习惯了，感觉很舒服！！6+64用着很舒服，电池电量大，能用很长时间！手机屏幕看着不刺眼，比华为6x的屏幕好！贴的膜也可以！然后就是大电量，手机确实不厚，不重，拿着爽！短处有几个：指纹识别有时候不灵敏，特别是手上有点儿汗的时候，最终用密码解锁，处理器不好，王者多人在一起就卡，打过了还行！我没有用高模式！而且手机用着用着很热，虽然没有烫手，但是掉电就快了！升级到3.0后，用电速度加快！如果处理器好点就更好了！早知道等q系列了！,1
京东的快递没的说，快！手机看起来不错，总之不错的一次购物。手机用用之后再来评价,2
观点：相比32GB版iPhone6，苹果更新iPhone SE或许更适合,2
第二次用三星的牌子，的确比其他安卓机好用，商家送的东西也是挺多的，真心满意的一次购物。,2
质量杠杠的，很有手感，音质和像塑都挺好，很满意的购物,2
为什么我的手机是开着的。还有一个已拨打号码。但是包装是好的。很可怕的哦！手机显示以开机四天。而且没电。新手机不是要自己开机选系统的嘛？,1
之前买了个深空灰由于充电原因退货了，重新下单买的这个，用习惯魅族了，不想换其他品牌，双十一好像只要1500我花2099买的！,2
3后置摄像头的保护圈和摄像头之间间隙过大，今天发现这个间隙夹进去纸屑，是纸屑不是纸毛哦,0
"Thank you very much for the excellent service provided by Jingdong mall, and it is very good to do in warehouse management, logistics, distribution and so on. Delivery in a timely manner, distribution staff is also very enthusiastic, and sometimes inconvenient to receive the time, but also arranged for time to be delivered. At the same time in the mall m",2
手感不错,2
不错不错，性价比相当的高！,2
不推荐。,1
物流神速，物美价廉，正品保障，原包装，很愉快的一次购物,2
手机买回来就出现耳机模式退不出来的问题！ 耳机没插 外音就是 放不出来！耳机插上去 还自己切换歌曲！ 这款手机买了有3个了  退了两个了！  现在这个 还是出现这个问题  恢复出厂设置过段时间就又出现相同问题！每次出现这个问题 客服给的解决方案就只有重启！难道每次出现这个问题我就要重启吗！我也怀疑是我耳机的问题！所以我换了很多个耳机！还是这个问题出现！小米之家 离这又很远没办法去！买了这么多个小米手机这款是最让人失望的！外观是挺好的！      哎！！！！！！！！！！！！！！！！！！！,0
手机还行，到手价1250不知道刚出的时候真的是2880吗？就是没有礼品赠送看别人都赠耳机啥的，我啥也没给，玩王者荣耀感觉稍卡，更新完系统启动软件也会卡一下，这个手机是送给爸爸的，老人不玩游戏应该够用了，充电确实挺快比我的荣耀9快多了，再有屏幕有点用不习惯色彩有点淡，照相偏暗，感觉没有荣耀9好，音质也凑合吧，没有之前的pro5好，暂时用着吧先看看后续使用怎么样，过后会追加评论的！,1
手机还可以，主要在家备用，让孩子用！同时也有个怀旧感！虽然没有想像的那么好，毕竟价钱在那里，评价中肯吧！,1
下午把玩了一下午。终于把这全面屏给用习惯了。710处理器秒杀了我用了三年的805，相当流畅，价格良心。这点要给好评。待机也很不错，开了一下午用了50%的电，这是在我一直在玩的情况下。但我发现，缺少了三个实体键，人机交互性还是有所降低。为了全面屏这华而不实的功能而降低使用方便性，这是历史的退步。可以通过软件调出来三按键，但这毕竟没有实体键方便。之前的手机闭着眼睛我都知道怎么操作，但是现在不行了。我始终认为把这三个实体按键去掉是偷工减料之举。玻璃后盖＋不可拆卸电池，这也是一大bug，华而不实。一摔就碎，换电池还能黑你一笔？我之前的手机5.7寸屏，用了三年。在地上摔了无数次，从来没有坏过。我以前时常庆幸我花了一个手机的钱，买了好几个手机。我想这样的感觉以后不会再有了。买了这脆弱的手机，以后必须得带着套，可是带上套之后如此厚重，又完全失去了一体化设计的意义。难道后盖用玻璃材质也能降本吗？miui系统广告确实多要一个个关掉。amoled屏幕和s_uper amoled还是有差距的，不能说谁好谁坏，但也可能是我已习惯了第二种屏幕的色彩，总觉得这个新手机的屏幕不够鲜艳。自行对比吧。,2
**手机，8月15号收到的货，10月9号上午死机到现在，怎么都开不了机，什么电源键+音量减，全没用。插上充电器也没亮灯，三星品质，越来越差劲，亲们想买的别买了，买了还在七天内的赶紧退货吧，别像我这样用了一个多月以后想退也不能退了。,0
这是第二次购买，原包装都放掉了，明显是退货。京东也卖假货。华为的产品为什么是京东的包装？,0
老人家用的，优点是按键大且手感清晰，屏幕也够大，拿在手里也不会很重，没有沉手感，缺点是手电和锁屏的开关太紧了，单手没法操作，得一个手拿着手机，用另一个手指甲去抠，估计会被老人家嫌弃。,1
关注了小半个月 上周六入的 现在又降了点 还能6期免息 定力不够啊哈哈哈 可惜秒杀不能价保看着评论从1w出头激增到现在的3w+  8的热度算是上去了点 作为入手的第一个iphone 用了几天还是比较满意的 屏幕显示上颜色看起来很舒服，是真心的舒服，无论白天还是黑夜.还有就是home键的振动手感很上瘾，和Mac上的触控板一样都可以做到以假乱真的效果.特殊振动系统也很有意思，可以自定义振动节奏。扬声器系统很惊艳，第一次外放音乐有一个小惊喜，竟然上面的听筒也能发声。上下双扬声器。感觉很棒。摄像拍照方面一流。人像模式没啥用，前置的摄像不要镜面就好了 总感觉好奇怪 不过拍照真的挺好的。充电的时候不能插耳机比较不方便。系统方面，超鸡流畅啊！电量的话基本每天一冲够用 每次充个1小时多。 不过用了几天总感觉左上角的返回键不怎么灵敏 要多试几次才能退出 不知道大家的是不是也这样,2
建议大家慎重下单  我就是看这款手机有6G的运行内存价格也便宜 想着买来玩玩游戏的  没想到才用几天指纹就不灵了  录入新的指纹就显示传感器有污染 擦再干净都是这样   还有就是刚开始用的时候充电手机发烫  烫的很厉害 但用了几天这个问题有所改善我觉得可以将就，就是不知道还会不会出现这种情况了   这是我用了之后发现的问题  给大家做个参考。,1
没有出场膜就算了，而且里面有很多乱七八糟的东西，视频，图片，文档，压缩包等等，而且日期都不一样，明显是翻新机，问客服就说肯定是正品的，态度很差，打电话给华为荣客服，人不管，唉，坑，希望大家注意了，我准备3.15打电话进行投诉的,0
算是米粉吧，总之不如我现在用的米五低配版好用，如果没用过米五，应该还是可以接受吧，触摸屏不如米五灵敏度高，音质也不如米五，屏幕和米⑤都是jdi的怎么就不如你五的灵敏度高那，很奇怪，给媳妇买的，她也不懂手机，用起来肯定没问题，换做我我宁愿用我的米五,1
手机还是挺好的，6.18买的，几天都不发货，还有发的是移动定制机,1
总体来说还是比较惊艳的。,2
也非常的热情，有时候不方便收件的时候，也安排时间,2
除诺基亚的包装，没有另外的纸盒，只有一个白色泡沫防撞袋，可能距离近的都是这样的包装。,1
缺点：1.手机屏幕、背面都是指纹收集器，感觉有点脏脏的。2.屏幕设置成为护眼模式直接成了暖黄色，所以老老实实的别设置什么色温的了。3.手机前摄像头居然把33岁的路人甲从40岁识别，拍了还难看，果然长的丑的别自拍是对的。4.手机摄像和真实还是有点差别，虽然我都是傻瓜摄像。5.人脸识别需要更新系统，亮屏才能识别，不是拿到脸前就可以的。6.用了g4的双击锁屏不能双击锁屏有点不习惯。7.没有耳机孔，虽然送了转接器但是插上耳机坠着连接器毕竟麻烦啊。8.网上说边框可以插纸，我试试看可以的，但是htcU那个四千多看评测也可以。,1
手机还不错，薄，但充电器有问题，第一次充电就突发巨响，持续了一分多钟，太吓人了，好怕爆了，申请了换充电器，还算快，4天解决了，哎,1
样子超喜欢，触屏就有点恶心了，也不知道触屏太明感还是压根就是快的总感觉没碰屏幕打开的微信或者其他文件就跳了，,0
你们屏幕做的好一点？ 玩王者荣耀技能放不起 老子俩连跪,0
在京东买了这么多次东西了一直很信赖 但是这次这手机我想问一下 你们邮东西时候装箱子怎么都不放防震泡沫呢这是手机 就这样在箱子里面摔 不会摔坏么 刚收到 还不知道有没有问题,0
我之前在京东买了5个小米手机，质量都很好，服务也好，送货速度也快，可是我这次买的这个小米max2，昨天到货。晚上打电话就开始有杂音，很吵的那种。我想着问问客服怎么回事，我也不是非要换一个手机，我就想弄清楚怎么回事。客服就是个机器人，就知道叫我找售后换手机，我真的服了。我就想弄清楚怎么回事，  虽然不是什么大问题，但是这种情况让人非常不舒服，一星给快递小哥,0
除了拍照的亮点外，其余真的只能说一般般。,1
真的非常不错的东西啊.真的非常不错的东西啊.真的非常不错的东西啊.,0
以前买360 n4s骁龙版非常喜欢，后来买n5这次买n6也很喜欢，唯一不满意的地方是n6的数据线真是差劲??，材料太硬 插不到底而且左右晃动的厉害，还没有外面地摊上买的好！希望360能重视！,1
客服给力 顺丰快递也给力 超快 带飞 这回王者荣耀不带卡的咯 超级喜欢 需然有心里话 就让手机拯救吧,2
机身内存32G为何总内存只有23.38了少了8.62G！新机为何有图片和数据存缓？问客服语气强硬，就说如不满意就叫拿到当地检测部门去检测！好吊！,0
就那样吧，毕竟是广告打出来的品牌，配置一般，价格高的离谱，别人要这手机,1
"5p发布,没有犹豫,一下子抢了一部,不后悔。王者荣",2
手机还行就是这个物流啊。等邮寄到家人家都便宜了。手机都掉价了。很不满意的一次购买。太生气了,0
物流很快，京东快递在这一点上我一直都很相信。况且又是京东自营的。东西怎么样用了才知道，从买来两天看，外观跟宣传一样，通话声音大，双灯亮，键盘字大适合老人，我最关心的电池待机多久还需要时间验证，一个月后补评，一定补，如果真如商家宣传的那样，一定给五个星，大赞一个。也是给自己个京东和厂家一个交代。但我担心，因为充满电过了一个夜，就去了一格电，一天不到，我真怀疑。拍照是个摆设噱头，清晰度太低，不过就这个价钱。我个人觉得不要这个配置更好。我是冲着京东和天语来的，希望不要让我失望。暂时只给三个星，一个月后回来。,1
买来送人的，机子性价比很好，外观很上档次，运行流畅不卡机，华为机子一如既往的给力！,2
还有就是手机存储上有使用记录，不知道怎么回事？,1
收到几天了，才来评价使用效果，测试了各个使用及按键功能，一切正常。音量很大，按键灵敏。音乐播放器可以播放内存卡音乐，存储卡需要建个My  music 文件夹，才可以识别到音乐文件。设置自定义来电铃声，具体效果看视频图像。,2
来电报号：不能播报人名，只能播报号码。,2
刚开始在网上看了好多手机，但不知道买什么手机好，当时好犹豫，后来看了这款觉得性能还不错就果断下单了，手机外观漂亮好看，京东快递哥也很顺心，昨天下单今天下午15:00就到了，真的好快，毕竟第一次用360手机，下一步看看效果如何，先用一段时间再来评论，新年快要到了祝2018新年快乐红红火火，五星好评,2
物流还是挺快的，手机还不错屏幕挺好的是夏普的屏幕，相,2
买这个机器还有点小插曲，刚好买了就降价了，然后我又退了，退了导致我的劵回不来了，害得我又多花了20个大洋，唯一不满意就是取消后无法撤销，不过物流依然迅速，帮姐姐买的，希望她喜欢，外观看起来还可以，目前还没有开机，希望对得起我对京东和华为的信任,2
听身边朋友说，京东买电子产品质量比较有保障。为了送父亲一部触屏老年机，特选了国产品牌里的华为。                                                     头年前几天买的，一直没打开，因为商家说是直接出厂的。过年拿回老家开不了机，充电也没反应。不能用，和客服联系退货，说过了七天免费退货期，好的，那就换货。2月16提交的换货，到今天22号都没人上门取件。我感觉整个人都不好了，有种上当受骗的感觉。现在只希望给换个能用的。质量过关的。,1
系统很简单，双卡双待，通话质量还行，铃声声音不大，振动力弱一些，充电速度比较快，功能再多一些就好了，按键亮度不是很高。,2
看着非常好，就是还没用呢，用好了还会在买的，必竟老人用这个方便。昨天下的单今天就到了，物流很给力，快递服务态度好，好评。,2
不知道用得住吗,1
寄过来折开里面的东西都是散一地破的包装，屏幕还是有遐思的，今晚充电87充到88充了两个小时，我服了这店铺，真怀疑是二手的,0
说下优点,1
一般吧，刚上手，触摸反应速度就一般般了，时间长了，肯定卡,1
手机收到啦，看起来不错，使用以后再评价,2
这才几天，就这样了，,0
手机续航时间真不行，还不如我用的两三年的6x，我找商家，就给我了一句让我自己去找人检查，mnp，我要不是嫌麻烦，我就给退了，谁卖货，谁老大,1
不说别的我们就说说华为的防水。上次我的华为，掉马里亚纳海沟里了，我以为手机肯定完了，不是进水就是被水压压爆了。结果令我没想到的是，我的华为用徕卡镜头当眼睛，自动开启了手电筒照亮海底，以手机GPS当导航，凭借着金属机身的流线感，靠着手机震动不断划水，竟然又找到了我！麒麟cpu8核处理器散发的温暖，使我拿到我的华为的时候不是冰冷的触感，而是略带温热。这一刻，我真的感受到了祖国的温暖。此生入了大华为，来世还做中国人。,1
后盖盖不上，扣下来也非常费劲，看评论已经不是一个人反应这个问题了,1
物流的速度大大点赞，超乎想象中的快。第一次在网上买手机，没买之前心里老不放心，怕质量不好，收到货后，试了一下，感觉和实体店的质量是一样的。一直比较相信京东自营，质量很有保障！下次继续在京东自营买东西。,2
首先，手机外观非常的惊艳，另，赠送的手机壳简直完美了，手感比陶瓷还爽！,2
很好的手机！很适不玩大型游戏的家人使用！外型也很漂亮！送耳机和后盖，可惜没钢化膜送，可惜可惜！京东快递赞一个！,2
用了一下其他的还可以，手机很轻，但愿质量好些。就是旁边的电筒键，和锁屏键很松，跟要掉一样，不晓得用的到好久。还有那个声音升降键感觉不行，老年人碰到了，又不懂，打电话，他也听不到。最主要的是昨天我买的，今天就降价了。,1
从索爱用到现在，越来越失望！前置摄像头一流，特别是超广角的！感觉拍出来比后置还好看，后置有时候偏红！这都不是问题，问题是：1.微信不能指纹支付，真搞笑！2.微信拍小 视频部有斜线，像花屏(图3)，但是正常拍视频拍照片没问题。3. 屏幕有时会乱跳(据说灵敏度过高，但是**的又不能ROOT去调整)，4.软件优化差，如果不自己去关闭后台运行，卡死。,0
1.屏幕方面确实缺陷很大，不管是触控还是显示方面，用习惯苹果三星可能一下不会适应这个屏幕，感觉发黄 晃眼，其次是触控，翻页的时候相比较不是很灵敏。,2
手电筒有点松,2
至于手机没有专业返回键，而且返回主屏健按着嘎嘣响，有种按键手机的感觉！体验太糟糕了！,1
手机很流畅，手感好。像素也不错，快递没得说。商家服务态度好。,2
包装东歪西斜，里面充电头没包装，一看就是别人退货，自己再包装的，手机后盖不严，工艺极差，不推荐购买,0
太厚了，还没有蓝牙，不怎么,1
好用  品牌就是不一样 质量有保证 待机时间也长 恨好  快递小哥也非常给力  服务一流 超级棒,2
&hellip;外观挺不错 最主要是很是个小孩用的一款手机 本人挺喜欢的,2
收到就给老妈试了试，挺好用。声音也大，能听得很清楚，功能就老人机的那些，对于年纪大点的人来说完全足够了。再就是价格，真心划算啊。,2
钢化玻璃膜邮寄错了现在还没有给更换,0
指纹识别挺快，面部识别偶尔受角度影响，不过现在基本靠面部识别。,2
刚拿到手不知手感怎么样，用一段时间再说,2
这个价位绝对性价比无敌了，运存，闪存，处理器，电池容量都很好，相机也可以，唯一就是屏幕素质差了点，亮度不够,2
物流超赞下单很快到了，手机功能好全，实用，也好操作菜单，送老爸很喜欢。,2
很好，很怀旧，小小个的超可爱，这发货的速度超快，点赞一个,2
